"","Nama.Produk","Nama.Prosesor","Nama.GPU","Harga","Gambar","Berat","Kipas","Backlight.Keyboard","Volume","Lebar","Ketinggian","Ketebalan","Ukuran.Layar","Resolusi","Kerapatan.Piksel","Jenis.Layar","Layar.Sentuh","Anti.Pantul","RAM","Kecepatan.RAM","Penyimpanan.Flash","Penyimpanan.Internal","Kecepatan.CPU","Thread.CPU","SSD.NVME","HDMI","USB.Daya","Adaptor.Magsafe","Suara.Stereo","Konektor.Suara.3,5mm","Dolby.Atmos","Stylus","Pemindai.Sidikjari","Jumlah.Mikrofon","Pengenal.Wajah.3D"
"1","Acer Predator Helios 16 PH16-71-948L 16""","Intel Core i9-13900HX 2.2GHz","Nvidia GeForce RTX 4080 Laptop ",2349,"https://images.versus.io/objects/acer-predator-helios-16-ph16-71-948l-16-intel-core-i9-13900hx-2-2ghz-nvidia-geforce-rtx-4080-laptop-32gb-ram-1tb-ssd.front.master.1695913859265.jpg",2.6,0,1,2596.933,358,279,26,16,"2560 x 1600px",188,"LCD, LED-backlit",0,0,32,5600,1,1024,"8 x 2.2GHz & 16 x 1.6GHz",32,1,1,1,0,1,0,0,0,0,1,0
"2","Lenovo Legion Pro 7i 16"" WQXGA","Intel Core i9-13900HX 2.2GHz","Nvidia GeForce RTX 4080 Laptop ",2498,"https://images.versus.io/objects/lenovo-legion-pro-7i-16-wqxga-intel-core-i9-13900hx-2-2ghz-nvidia-geforce-rtx-4080-laptop-32gb-ram-1tb-ssd-1tb-ssd.front.master.1676294458542.jpg",2.8,0,1,2377.653,363,262,25,16,"2560 x 1600px",188,"LCD, IPS",0,1,32,5600,1,1024,"8 x 2.2GHz & 16 x 1.6GHz",32,1,1,1,0,1,1,0,0,0,2,0
"3","Dell G15 5510 15.6""","Intel Core i5-10500H 2.5GHz","Nvidia GeForce GTX 1650 Laptop ",1054,"https://images.versus.io/objects/dell-g15-5510-15-6-intel-core-i5-10500h-2-5ghz-nvidia-geforce-gtx-1650-laptop-8gb-ram-256gb-ssd.front.master.1637311957531.jpg",2.44,0,1,2270.453,357.2,272.8,23.3,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2933,1,256,"6 x 2.5GHz",12,0,1,1,0,1,1,0,0,0,2,0
"4","Asus ROG Zephyrus Duo 16 (2023) 16"" QHD Plus","AMD Ryzen 9 7945HX 2.5GHz","Nvidia GeForce RTX 4080 Laptop ",3480,"https://images.versus.io/objects/asus-rog-zephyrus-duo-16-2023-16-qhd-plus-amd-ryzen-9-7945hx-2-5ghz-nvidia-geforce-rtx-4080-laptop-64gb-ram-2tb-ssd-2tb-ssd.front.master.1690456926033.jpg",2.67,0,1,1888.63,355,266,20,16,"2560 x 1600px",188,"Mini-LED",0,1,64,4800,1,2048,"16 x 2.5GHz",32,1,1,1,0,1,1,1,0,0,3,0
"5","Lenovo IdeaPad Slim 3 Gen 6 15.6""","AMD Ryzen 5 5500U 2.1GHz","Integrated",550,"https://images.versus.io/objects/lenovo-ideapad-slim-3-gen-6-15-6-amd-ryzen-5-5500u-2-1ghz-8gb-ram-512gb-ssd.front.master.1682607321187.jpg",1.7,0,1,2657.473,355,245,19,15.6,"1920 x 1080px",141,"LED-backlit",0,1,8,3200,1,512,"6 x 2.1GHz",12,1,1,0,0,1,1,0,0,0,2,0
"6","Dell Alienware X17 R1","Intel Core i7-11800H 2.3GHz","Nvidia GeForce RTX 3070 Laptop ",2999,"https://images.versus.io/objects/dell-alienware-x17-r1-intel-core-i7-11800h-2-3ghz-nvidia-geforce-rtx-3070-laptop-32gb-ram-512gb-ssd.front.master.1624554397387.jpg",3.2,0,1,2498.813,399.2,299.5,20.9,17.3,"1920 x 1080px",127,"LED-backlit, LCD",0,1,16,3200,1,512,"8 x 2.3GHz",16,0,1,1,0,1,1,0,0,0,2,0
"7","Lenovo IdeaPad 330 15.6""","Intel Pentium Silver N5000 1.1GHz","Integrated",299,"https://images.versus.io/objects/lenovo-ideapad-330-15-6-intel-pentium-silver-n5000-1-1ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg",2.2,0,0,2250.613,378,260,22.9,15.6,"1366 x 768px",100,"LED-backlit, LCD",0,1,4,2400,0,1000,"4 x 1.1GHz",4,0,1,1,0,1,1,0,0,0,2,0
"8","Lenovo ThinkPad P1 15.6"" UHD","Intel Xeon E-2176M 2.7GHz","Integrated",1900,"https://images.versus.io/objects/lenovo-thinkpad-p1-15-6-uhd-intel-xeon-e-2176m-2-7ghz-32gb-ram-1tb-ssd.front.master.1579992060629.jpg",1.7,0,1,1635.653,361.8,245.7,18.4,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,1,32,2666,1,1000,"6 x 2.7GHz",12,0,1,0,0,1,1,0,0,1,2,0
"9","Lenovo ThinkPad P1 15.6"" UHD","Intel Core i7-8850H 2.6GHz","Integrated",677,"https://images.versus.io/objects/lenovo-thinkpad-p1-15-6-uhd-intel-core-i7-8850h-2-6ghz-16gb-ram-512gb-ssd.front.master.1579991224283.jpg",1.7,0,1,1635.653,361.8,245.7,18.4,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,1,16,2666,1,512,"6 x 2.6GHz",12,0,1,1,0,1,1,0,0,1,2,0
"10","Lenovo Yoga C930 13.9""","Intel Core i5-8250U 1.6GHz","Integrated",440,"https://images.versus.io/objects/lenovo-yoga-c930-13-9-intel-core-i5-8250u-1-6ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",1.38,1,1,1052.553,320.2,226.7,14.5,13.9,"1920 x 1080px",158,"IPS, LCD, LED-backlit",1,0,8,2400,1,256,"4 x 1.6GHz",8,0,0,1,0,1,1,0,1,1,2,0
"11","Lenovo Yoga C630 13.3""","Qualcomm Snapdragon 850","Integrated",619,"https://images.versus.io/objects/lenovo-yoga-c630-13-3-qualcomm-snapdragon-850-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",1.2,1,1,829.893,306.8,216.4,12.5,13.3,"1920 x 1080px",166,"IPS, LCD, LED-backlit",1,0,8,1866,1,256,"8 x 2.96GHz",8,0,0,1,0,1,1,0,1,1,2,0
"12","Asus ZenBook Pro UX501 15.6""","Intel Core i7-4720HQ 2.6GHz","Integrated",999,"https://images.versus.io/objects/asus-zenbook-pro-ux501-15-6-intel-core-i7-4720hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",2.27,0,1,2080.263,383,255,21.3,15.6,"3840 x 2160px",282,"LED-backlit, LCD",1,0,16,1600,1,512,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"13","Lenovo ThinkPad P52S 15.6""","Intel Core i7-8550U 1.8GHz","Integrated",589,"https://images.versus.io/objects/lenovo-thinkpad-p52s-15-6-intel-core-i7-8550u-1-8ghz-32gb-ram-1tb-ssd.front.master.1576684641045.jpg",1.95,0,1,1844.863,365.8,252.8,19.95,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,1,2,0
"14","Lenovo ThinkPad P52S 15.6""","Intel Core i7-8550U 1.8GHz","Integrated",2300,"https://images.versus.io/objects/lenovo-thinkpad-p52s-15-6-intel-core-i7-8550u-1-8ghz-32gb-ram-1tb-ssd.front.master.1576684641045.jpg",1.95,0,1,1844.863,365.8,252.8,19.95,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,32,2400,1,1000,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,1,2,0
"15","Dell Ali A16 A49 M17 R3 (2020) 17.3""","Intel Core i9-10980HK 2.4GHz","Integrated",1799,"https://images.versus.io/objects/dell-alienware-m17-r3-2020-17-3-intel-core-i9-10980hk-2-4ghz-32gb-ram-4tb-ssd-512gb-ssd.front.master.1590505465520.jpg",2.97,0,1,2647.383,399.8,294.3,22.5,17.3,"3840 x 2160px",255,"LED-backlit, LCD",0,0,32,2933,1,4000,"8 x 2.4GHz",16,0,1,1,0,1,1,0,0,0,1,0
"16","Acer Spin 3 15.6""","Intel Core i7-7500U 2.7GHz","Integrated",450,"https://images.versus.io/objects/acer-spin-3-15-6-intel-core-i7-7500u-2-7ghz-8gb-1tb-hdd-128gb-ssd.front.master.1576684641045.jpg",2.15,0,1,2164.13,381.5,251,22.6,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",1,1,8,2133,1,1128,"2 x 2.7GHz",4,0,1,1,0,1,1,0,0,0,1,0
"17","Acer Aspire 5 15.6""","Intel Core i5-7200U 2.5GHz","Integrated",439,"https://images.versus.io/objects/acer-aspire-5-15-6-intel-core-i5-7200u-2-5ghz-12gb-1tb-hdd-128gb-ssd.front.master.1576684641045.jpg",2.2,0,0,2166.43,381.5,262.9,21.6,15.6,"1366 x 768px",100,"IPS, LCD, LED-backlit",0,1,12,2133,0,1128,"2 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,1,0
"18","Toshiba Tecra X40-D-10H 14""","Intel Core i7-7500U 2.7GHz","Integrated",1280,"https://images.versus.io/objects/toshiba-tecra-x40-d-10h-14-intel-core-i7-7500u-2-7ghz-16gb-512gb-ssd.front.master.1576684641045.jpg",1.25,0,1,1284.313,332,228.9,16.9,14,"1920 x 1080px",157,"LED-backlit, LCD",1,1,16,2133,1,512,"2 x 2.7GHz",4,0,1,1,0,1,1,0,0,1,2,0
"19","Xiaomi Mi Notebook Pro 15.6""","Intel Core i7-8550U 1.8GHz","Integrated",649,"https://images.versus.io/objects/xiaomi-mi-notebook-pro-15-6-intel-core-i7-8550u-1-8ghz-16gb-256gb-ssd.front.master.1576684641045.jpg",1.95,0,1,1397.083,360.7,243.6,15.9,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,0,16,2400,1,256,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,1,1,0
"20","Acer Nitro 5 15.6""","Intel Core i7-7700HQ 2.8GHz","Integrated",800,"https://images.versus.io/objects/acer-nitro-5-15-6-intel-core-i7-7700hq-2-8ghz-16gb-1tb-hdd-128gb-ssd.front.master.1576684641045.jpg",2.7,0,1,2780.233,390,266,26.8,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,16,2400,1,1128,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,0,1,0
"22","Lenovo Yoga 520 Convertible 14""","Intel Core i5-7200U","Integrated",717,"https://images.versus.io/objects/lenovo-yoga-520-convertible-14-intel-core-i5-7200u-8gb-1tb.front.master.1576684641045.jpg",1.7,0,1,1543.243,330,235,19.9,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",1,0,8,2133,0,1000,"2 x 2.5GHz",4,0,1,1,0,1,1,0,1,1,1,0
"23","Acer Spin 5 15""","Intel Core i7-8550U","Integrated",652,"https://images.versus.io/objects/acer-spin-5-15-intel-core-i7-8550u-16gb-512gb-ssd.front.master.1576684641045.jpg",2,0,0,1401.543,357,250,17.9,15,"1080 x 1920px",157,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,"4 x 1.8GHz",8,0,1,1,0,1,1,0,1,0,1,0
"24","HP EliteBook 1040 G3 14""","Intel Core i5-6200U 2.3GHz","Integrated",146,"https://images.versus.io/objects/hp-elitebook-1040-g3-14-intel-core-i5-6200u-2-3ghz-8gb-128gb-ssd-touch.front.master.1576684641045.jpg",1.43,0,1,1303.773,337.1,234.4,16.5,14,"1920 x 1080px",157,"LED-backlit, LCD",1,1,8,2133,1,128,"2 x 2.3GHz",4,0,1,1,0,1,1,0,0,1,2,0
"25","Microsoft Surface Book 2 15""","Intel Core i7-8650U","Integrated",900,"https://images.versus.io/objects/microsoft-surface-book-2-15-intel-core-i7-8650u-16gb-1tb.front.master.1576684641045.jpg",1.53,0,1,1980.143,343,251,23,15,"3240 x 2160px",260,"IPS, LCD, LED-backlit",1,0,16,2400,1,1000,"4 x 1.9GHz",8,0,0,0,0,1,1,0,0,0,2,0
"27","Acer Nitro 5 15.6""","Intel Core i5-7300HQ 2.5GHz","Integrated",749,"https://images.versus.io/objects/acer-nitro-5-15-6-intel-core-i5-7300hq-2-5ghz-8gb-1tb-hdd.front.master.1576684641045.jpg",2.7,0,1,2780.233,390,266,26.8,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2400,0,1000,"4 x 2.5GHz",4,0,1,1,0,1,1,0,0,0,1,0
"28","Lenovo ThinkPad P70 17.3""","Intel Core i7 6700HQ 2.6GHz","Integrated",1949,"https://images.versus.io/objects/lenovo-thinkpad-p70-17-3-intel-core-i7-6700hq-2-6ghz-8gb-256gb.front.master.1576684641045.jpg",3.43,0,1,2930.063,416.6,276.9,25.4,17.3,"1920 x 1080px",127,"IPS, LCD, LED-backlit",0,1,8,2133,1,256,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"29","Panasonic Toughbook 20 10.1""","Intel Core m5-6Y57 1.1GHz","Integrated",565,"https://images.versus.io/objects/panasonic-toughbook-20-10-1-intel-core-m5-6y57-1-1ghz-8gb-128gb.front.master.1576684641045.jpg",1.77,0,1,2088.973,271.8,232.9,33,10.1,"1920 x 1200px",224,"IPS, LCD",1,1,8,1600,1,128,"2 x 1.1GHz",4,0,1,1,0,1,1,0,1,0,2,0
"30","Acer Aspire 5 15.6""","AMD Ryzen 3 3350U 2.1GHz","Integrated",330,"https://images.versus.io/objects/acer-aspire-5-15-6-amd-ryzen-3-3350u-2-1ghz-4gb-ram-128gb-ssd.front.master.1629306327999.jpg",1.8,0,1,1644.213,363.2,251.5,18,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,4,2400,1,128,"4 x 2.1GHz",4,0,1,1,0,1,1,0,0,1,1,0
"31","Dell XPS 13 Developer Edition 13.3""","Intel Core i7 6560U 2.2GHz","Integrated",1200,"https://images.versus.io/objects/dell-xps-13-developer-edition-13-3-intel-core-i7-6560u-2-2ghz-8gb-256gb.front.master.1576684641045.jpg",1.22,0,1,511.743,304.3,200.2,8.4,13.3,"3200 x 1800px",276,"IPS, LCD",1,0,8,1866,1,256,"2 x 2.2GHz",4,0,0,1,0,1,1,0,0,0,2,0
"32","HP ProBook 450 G4 15.6""","Intel Core i5 7200U 2.5GHz","Integrated",899,"https://images.versus.io/objects/hp-probook-450-g4-15-6-intel-core-i5-7200u-2-5ghz-4gb-500gb.front.master.1576684641045.jpg",2.04,0,1,2450.443,382,262.9,24.4,15.6,"1366 x 768px",100,"LED-backlit, LCD",0,1,4,2133,0,500,"2 x 2.5GHz",8,0,1,1,0,1,1,0,0,1,1,0
"34","Lenovo ThinkPad T460s 14""","Intel Core i5 6300U 2.4GHz","Integrated",176,"https://images.versus.io/objects/lenovo-thinkpad-t460s-14-intel-core-i5-6300u-2-4ghz-8gb-128gb.front.master.1576684641045.jpg",1.36,0,0,1561.473,331,226.8,20.8,14,"2560 x 1440px",157,"IPS, LCD",1,1,8,2133,1,128,"2 x 2.4GHz",4,0,1,1,0,1,1,0,0,1,4,0
"35","HP Envy m7-n109dx 17.3""","Intel Core i7 6500U 2.5GHz","Integrated",1229,"https://images.versus.io/objects/hp-envy-m7-n109dx-17-3-intel-core-i7-6500u-2-5ghz-16gb-1tb.front.master.1576684641045.jpg",3.16,0,1,3582.633,415,281.2,30.7,17.3,"1920 x 1080px",127,"IPS, LCD, LED-backlit",1,1,16,1600,0,1000,"2 x 2.5GHz",8,0,1,1,0,1,1,0,0,0,2,0
"37","Dell XPS 13 9365 13.3""","Intel Dore i5 7Y54 1.2GHz","Integrated",980,"https://images.versus.io/objects/dell-xps-13-9365-13-3-intel-dore-i5-7y54-1-2ghz-8gb-256gb.front.master.1576684641045.jpg",1.22,0,1,488.283,304.3,198.1,8.1,13.3,"1920 x 1080px",165,"IPS, LCD",1,0,8,1866,1,256,"2 x 1.2GHz",4,0,0,1,0,1,1,0,1,1,2,0
"38","Lenovo ThinkPad T440P 14""","Intel Core i5-4300M 2.6GHz","Integrated",319,"https://images.versus.io/objects/lenovo-thinkpad-t440p-14-intel-core-i5-4300m-2-6ghz-4gb-320gb.front.master.1576684641045.jpg",2.13,0,1,2122.813,334.8,228.9,27.7,14,"1366 x 768px",111,"LED-backlit, LCD",0,1,4,1600,1,320,"2 x 2.6GHz",4,0,1,1,0,1,1,0,0,1,2,0
"39","Dell XPS 13 9365 13.3""","Intel Core i7 7Y75 1.3GHz","Integrated",335,"https://images.versus.io/objects/dell-xps-13-9365-13-3-intel-core-i7-7y75-1-3ghz-8gb-256gb.front.master.1576684641045.jpg",1.22,0,1,488.283,304.3,198.1,8.1,13.3,"1920 x 1080px",165,"IPS, LCD",1,0,8,1866,1,256,"2 x 1.3GHz",4,0,0,1,0,1,1,0,1,1,2,0
"40","Toshiba Satellite Radius 15 P55W 15.6""","Intel Core i7-5500U 2.4GHz","Integrated",153,"https://images.versus.io/objects/toshiba-satellite-radius-15-p55w-15-6-intel-core-i7-5500u-2-4ghz-12gb-512gb.front.master.1576684641045.jpg",2.25,0,1,1854.793,378.5,243.8,20.1,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,12,1600,1,512,"2 x 2.4GHz",4,0,1,1,0,1,1,0,0,0,2,0
"41","Acer Aspire Switch 12S SW7-272 12.5""","Intel Core m3-6Y30 0.9GHz","Integrated",294,"https://images.versus.io/objects/acer-aspire-switch-12s-sw7-272-12-5-intel-core-m3-6y30-0-9ghz-4gb-128gb.front.master.1576684641045.jpg",1.4,0,1,1116.893,313.4,206,17.3,12.5,"1920 x 1080px",176,"IPS, LCD, LED-backlit",1,0,4,1600,1,128,"2 x 0.9GHz",4,0,1,1,0,1,1,0,1,1,2,0
"42","Dell XPS 13 9365 13.3""","Intel Core i7 7Y75 1.3GHz","Integrated",220,"https://images.versus.io/objects/dell-xps-13-9365-13-3-intel-core-i7-7y75-1-3ghz-16gb-256gb.front.master.1576684641045.jpg",1.22,0,1,488.283,304.3,198.1,8.1,13.3,"1920 x 1080px",165,"IPS, LCD",1,0,16,1866,1,256,"2 x 1.3GHz",2,0,0,1,0,1,1,0,1,1,3,0
"44","HP EliteBook 1040 G3 14.1""","Intel Core i7-6600U 2.6GHz","Integrated",419,"https://images.versus.io/objects/hp-elitebook-1040-g3-14-1-intel-core-i7-6600u-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",1.43,0,1,1303.773,337.1,234.4,16.5,14.1,"2560 x 1440px",208,"LED-backlit, LCD",0,1,16,2133,1,512,"2 x 2.6GHz",4,0,1,1,0,1,1,0,0,1,2,0
"45","Dell Alienware (13) 13.3""","Intel Core i7 7700HQ 2.8GHz","Integrated",1229,"https://images.versus.io/objects/dell-alienware-13-13-3-intel-core-i7-7700hq-2-8ghz-32gb-1tb.front.master.1576684641045.jpg",2.63,0,1,1964.473,330.2,269.2,22.1,13.3,"2560 x 1440px",220,"LCD",1,1,32,2400,1,1000,"4 x 2.8GHz",8,0,1,1,0,1,1,0,0,0,1,0
"46","Lenovo ThinkPad P53 15.6"" FHD","Intel Xeon E-2276M 2.8GHz","Integrated",566,"https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-fhd-intel-xeon-e-2276m-2-8ghz-32gb-ram-1tb-ssd.front.master.1576684641045.jpg",2.5,0,1,2332.843,377.4,252.3,24.5,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,32,2666,1,1000,"6 x 2.8GHz",12,0,1,1,0,1,1,0,0,1,2,0
"48","Lenovo ThinkPad X1 Yoga 14""","Intel Core i7-6600U 2.6GHz","Integrated",730,"https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-14-intel-core-i7-6600u-2-6ghz-16gb-1tb.front.master.1576684641045.jpg",1.27,0,0,1280.563,333,228.9,16.8,14,"2560 x 1440px",209,"LCD",1,0,16,1866,1,1000,"2 x 2.6GHz",4,0,1,1,0,1,1,0,1,1,2,0
"49","Asus ZenBook Pro UX501JW 15.6""","Intel Core i7-4720HQ 2.6GHz","Integrated",944,"https://images.versus.io/objects/asus-zenbook-pro-ux501jw-15-6-intel-core-i7-4720hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg",2.27,0,1,1977.43,383.5,254,20.3,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",1,0,16,1600,1,512,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"50","Acer Aspire R13 13.3""","Intel Core i7-4510U 2GHz","Integrated",652,"https://images.versus.io/objects/acer-aspire-r13-13-3-intel-core-i7-4510u-2ghz-8gb-512gb.front.master.1576684641045.jpg",1.5,0,1,1410.553,342.9,231.1,17.8,13.3,"2560 x 1440px",221,"LED-backlit, LCD",1,1,8,1600,1,512,"2 x 2GHz",4,0,1,1,0,1,1,0,1,0,2,0
"51","Toshiba Satellite P50t 15.6""","Intel Core i7-4720HQ 2.6GHz","Integrated",599,"https://images.versus.io/objects/toshiba-satellite-p50t-15-6-intel-core-i7-4720hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg",2.27,0,1,2538.553,375.9,243.8,27.7,15.6,"3840 x 2160px",282,"LED-backlit, LCD",1,0,16,1600,1,1000,"4 x 2.6GHz",8,0,1,1,0,1,1,0,0,0,1,0
"52","Lenovo ThinkPad P53 15.6"" FHD","Intel Core i7-9850H 2.6GHz","Integrated",1799,"https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-fhd-intel-core-i7-9850h-2-6ghz-16gb-ram-512gb-ssd.front.master.1576684641045.jpg",2.5,0,1,2332.843,377.4,252.3,24.5,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,16,2666,1,512,"6 x 2.6GHz",12,0,1,1,0,1,1,0,0,1,2,1
"54","Lenovo ThinkPad P53 15.6"" FHD","Intel Core i9-9880H 2.3GHz","Integrated",566,"https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-fhd-intel-core-i9-9880h-2-3ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",2.5,0,1,2332.843,377.4,252.3,24.5,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2666,1,256,"8 x 2.3GHz",16,0,1,1,0,1,1,0,0,1,2,0
"55","Lenovo ThinkPad P53 15.6"" UHD","Intel Core i7-9850H 2.6GHz","Integrated",566,"https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-uhd-intel-core-i7-9850h-2-6ghz-32gb-ram-512gb-ssd.front.master.1576684641045.jpg",2.9,0,1,2456.623,377.4,252.3,25.8,15.6,"3840 x 2160px",282,"OLED/AMOLED, LED-backlit, LCD",1,1,32,2666,1,512,"6 x 2.6GHz",12,0,1,1,0,1,1,0,0,1,2,1
"56","Lenovo ThinkPad P53 15.6"" UHD","Intel Core i9-9880H 2.3GHz","Integrated",566,"https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-uhd-intel-core-i9-9880h-2-3ghz-32gb-ram-1tb-ssd.front.master.1576684641045.jpg",2.5,0,1,2332.843,377.4,252.3,24.5,15.6,"3840 x 2160px",282,"IPS, LCD, LED-backlit",0,1,32,2666,1,1000,"8 x 2.3GHz",16,0,1,1,0,1,1,0,0,1,2,1
"57","MSI GF65 Thin 15.6""","Intel Core i5-9300H 2.4GHz","Integrated",960,"https://images.versus.io/objects/msi-gf65-thin-15-6-intel-core-i5-9300h-2-4ghz-8gb-ram-256gb-ssd.front.master.1612558089790.jpg",1.86,0,1,1978.743,359,254,21.7,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,0,8,2666,1,256,"4 x 2.4GHz",8,0,1,1,0,1,1,0,0,0,1,0
"58","Lenovo ThinkPad P53 15.6"" FHD","Intel Core i5-9400H 2.5GHz","Integrated",566,"https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-fhd-intel-core-i5-9400h-2-5ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg",2.5,0,1,2332.843,377.4,252.3,24.5,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,8,2666,1,256,"4 x 2.5GHz",8,0,1,1,0,1,1,0,0,1,2,0
"59","Lenovo ThinkPad P53 15.6"" FHD","Intel Core i7-9750H 2.6GHz","Integrated",2300,"https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-fhd-intel-core-i7-9750h-2-6ghz-16gb-ram-256gb-ssd.front.master.1576684641045.jpg",2.5,0,1,2332.843,377.4,252.3,24.5,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,1,16,2666,1,256,"6 x 2.6GHz",12,0,1,1,0,1,1,0,0,1,2,0
"60","MSI GF65 Thin 15.6""","Intel Core i7-9750H 2.6GHz","Integrated",879,"https://images.versus.io/objects/msi-gf65-thin-15-6-intel-core-i7-9750h-2-6ghz-16gb-ram-512gb-ssd.front.master.1612556143606.jpg",1.86,0,1,1978.743,359,254,21.7,15.6,"1920 x 1080px",141,"IPS, LCD, LED-backlit",0,0,16,2666,1,512,"6 x 2.6GHz",12,0,1,1,0,1,1,0,0,0,1,0
"61","Asus ZenBook 14 UM431DA","AMD Ryzen 7 3700U 2.3GHz","Integrated",846,"https://images.versus.io/objects/asus-zenbook-14-um431da-amd-ryzen-7-3700u-2-3ghz-8gb-ram-512gb-ssd.front.master.1588284696573.jpg",1.39,0,1,1092.143,324,212,15.9,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",0,1,8,2400,1,512,"4 x 2.3GHz",8,0,1,0,0,1,1,0,0,1,1,0
"62","Acer Aspire 3 15.6""","Intel Celeron N4000 1.1GHz","Integrated",300,"https://images.versus.io/objects/acer-aspire-3-15-6-intel-celeron-n4000-1-1ghz-4gb-ram-128gb-ssd.front.master.1590773772865.jpg",1.94,0,0,1811.533,363.4,250.5,19.9,15.6,"1920 x 1080px",141,"LED-backlit, LCD",0,0,4,2400,1,128,"2 x 1.1GHz",2,0,1,1,0,1,1,0,0,0,1,0
"63","Microsoft Surface Laptop 3 13.5""","Intel Core i7-1065G7","Integrated",433,"https://images.versus.io/objects/microsoft-surface-laptop-3-13-5-intel-core-i7-1065g7-16gb-ram-1tb-ssd.front.master.1576684641045.jpg",1.29,0,0,995.923,308,223,14.5,13.5,"2256 x 1504px",201,"IPS, LCD, LED-backlit",1,0,16,3733,1,1000,"4 x 1.3GHz",8,0,0,1,0,1,1,0,0,0,2,1
"64","HP Chromebook 14 G5 14""","Intel Celeron N3350 1.1GHz","Integrated",165,"https://images.versus.io/objects/hp-chromebook-14-g5-14-intel-celeron-n3350-1-1ghz-8gb-64gb.front.master.1576684641045.jpg",1.54,0,0,1393.763,337,226,18.3,14,"1920 x 1080px",157,"IPS, LCD, LED-backlit",1,1,8,2400,1,64,"2 x 1.1GHz",2,0,0,1,0,1,1,0,0,0,1,0
"65","Asus ZenBook Flip 13 UX362FA 13.3""","Intel Core i7-8565U 1.8GHz","Integrated",404,"https://images.versus.io/objects/asus-zenbook-flip-13-ux362fa-13-3-intel-core-i7-8565u-1-8ghz-16gb-ram-512gb-ssd.front.master.1599675163408.jpg",1.3,0,1,1010.283,305,196,16.9,13.3,"1920 x 1080px",166,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,"4 x 1.8GHz",8,0,1,1,0,1,1,0,0,0,1,0
"66","Asus Chromebook Flip C436 14"" FHD","Intel Core i5-10210U 1.6GHz","Integrated",979,"https://images.versus.io/objects/asus-chromebook-flip-c436-14-fhd-intel-core-i5-10210u-1-6ghz-16gb-ram-512gb-ssd.front.master.1685102023008.jpg",1.14,0,1,850.133,319,205,13,14,"1920 x 1080px",157,"IPS, LED-backlit",1,0,16,2666,1,512,"4 x 1.6GHz",8,1,0,0,0,1,1,0,1,1,1,0
